bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree,is_progressive
57969,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
57974,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
57980,PRP|MD|VB,VB,MOD may,MOD may,,,,,0,,,0,0,0
58004,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
58040,,,,,VBP,VBP,MOD is to,MOD is to,0,,,0,0,0
58045,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58049,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58066,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58071,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58173,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
58199,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
58238,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|MD|VB|PRP|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58244,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58254,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58284,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58306,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58315,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58377,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58384,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
58389,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58403,VBZ|VBN,VBZ|VBN,PRES,PRES,PRP|VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1,0
58409,PRP|MD|VB|VBN,VB|VBN,MOD must,MOD must,VB,VB,IMPV,IMPV,1,IMPV ~ MOD must,IMPV ~ MOD must,0,0,0
58422,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
58430,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58433,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58439,MD|VB|VBN,VB|VBN,MOD could,MOD could,MD|VB|VBN,VB|VBN,MOD could,MOD could,1,MOD could,MOD could,1,1,0
58441,VBZ,VBZ,PRES,PRES,,,,,0,,,0,0,0
58444,MD|VB|JJ,VB,MOD shall,MOD shall,VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58449,MD|VB|JJ,VB,MOD could,MOD could,MD|VB|JJ,VB,MOD could,MOD could,1,MOD could,MOD could,1,1,0
58453,MD|VB|JJ,VB,MOD shall,MOD shall,PRP|VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58457,NNS,,,,VBZ,VBZ,PRES,PRES,0,,,0,0,0
58461,MD|VB|JJ,VB,MOD shall,MOD shall,VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58465,MD|VB|VBN|IN|NNS,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58470,MD|VB,VB,MOD shall,MOD shall,VBP,VBP,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58478,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58484,MD|VB|JJ,VB,MOD shall,MOD shall,VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58487,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
58495,VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,VBP|TO|VB|VBN,VBP|VB|VBN,MOD is to,MOD is to,1,MOD is to,MOD is to,1,1,0
58500,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ|VBN|VBN,VBZ|VBN|VBN,PRES PERF,PRES PERF,1,PRES ~ PRES PERF,PRES ~ PRES PERF,0,0,0
58514,NNS,,,,NNS,,,,0,,,0,0,0
58527,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
58536,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58548,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58567,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58591,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58596,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,VBP|VB,VBP|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD shall,IMPV ~ MOD shall,0,0,0
58607,PRP|MD|VB|NNS,VB,MOD shall,MOD shall,VB|VB|NNS|JJ,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD shall,IMPV ~ MOD shall,0,0,0
58626,PRP|MD|VB,VB,MOD shall,MOD shall,VB|VB|JJ,VB|VB,IMPV do not,IMPV,1,IMPV do not ~ MOD shall,IMPV ~ MOD shall,0,0,0
58705,MD|VB|VBN,VB|VBN,MOD may,MOD may,MD|VB|VBN,VB|VBN,MOD may,MOD may,1,MOD may,MOD may,1,1,0
58721,VBZ,VBZ,PRES,PRES,VBZ|JJ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
58733,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
58740,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58749,PRP|MD|VB,VB,MOD shall,MOD shall,DT|NN|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58757,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58763,VB,VB,MOD shall,MOD shall,VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58771,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ|NN|IN,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
58783,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
58797,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
58844,PRP|VB,VB,MOD can,MOD can,PRP|VB,VB,MOD can,MOD can,1,MOD can,MOD can,1,1,0
58882,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59045,VBZ,VBZ,PRES,PRES,VBZ|VB,VBZ|VB,PRES do-support,PRES,1,PRES ~ PRES do-support,PRES,0,1,0
59085,,,,,VBZ,VBZ,PRES,PRES,0,,,0,0,0
59127,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB|IN|NN,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
59134,VBZ|RP,VBZ,PRES,PRES,VBZ|RP,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59189,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
59211,NNS,,,,MD|NN,,MOD should,MOD should,0,,,0,0,0
59248,EX|VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59300,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59327,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ|VBG,VBZ|VBG,PRES PART,PRES PART,1,PRES ~ PRES PART,PRES ~ PRES PART,0,0,0
59341,VBZ,VBZ,PRES,PRES,VBZ|JJ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59357,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59407,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59444,PRP|VBZ|VBG,VBZ|VBG,PRES PART,PRES PART,PRP|VBZ|VBG,VBZ|VBG,PRES PART,PRES PART,1,PRES PART,PRES PART,1,1,0
59459,VBZ,VBZ,PRES,PRES,VBZ|JJ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59488,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59531,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59601,PRP|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0,0
59653,VBZ,VBZ,PRES,PRES,VBZ|VB,VBZ|VB,PRES do-support,PRES,1,PRES ~ PRES do-support,PRES,0,1,0
59674,MD|VB,VB,MOD need not,MOD need not,VBZ|VB|TO|VB|IN,VBZ|VB|VB,PRES do not,PRES,1,MOD need not ~ PRES do not,MOD need not ~ PRES,0,0,0
59710,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59740,NN|VBZ|RP,VBZ,PRES,PRES,VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,1,PRES ~ PRES PERF,PRES ~ PRES PERF,0,0,0
59751,NN|VBZ|RP,VBZ,PRES,PRES,PRP|VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,1,PRES ~ PRES PERF,PRES ~ PRES PERF,0,0,0
59759,EX|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59806,MD|VB|JJ,VB,MOD must,MOD must,MD|VB|JJ,VB,MOD shall,MOD shall,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
59820,,,,,MD|VB,VB,MOD must,MOD must,0,,,0,0,0
59824,,,,,VB|VB,VB|VB,MOD let,MOD let,0,,,0,0,0
59829,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0,0
59833,VB|RP,VB,MOD shall,MOD shall,VB|RP,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
59840,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,VBZ|JJ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
59844,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
59855,EX|VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
59968,VBP,VBP,PRES,PRES,NN,,,,0,,,0,0,0
60006,,,,,VBZ,VBZ,PRES,PRES,0,,,0,0,0
60017,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
60020,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
60088,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0,0
60129,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
60152,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
60173,PRP|VBP|VBN,VBP|VBN,PRES PERF,PRES PERF,VBZ|VBN|VBN,VBZ|VBN|VBN,PRES PERF,PRES PERF,1,PRES PERF,PRES PERF,1,1,0
60217,MD|VB,VB,MOD shall,MOD shall,VBP,VBP,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
60295,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
60374,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1,0
60393,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
60410,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
60430,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
60506,PRP|VBP,VBP,PRES,PRES,VBP|VBN,VBP|VBN,PRES,PRES,1,PRES,PRES,1,1,0
60614,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
60651,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1,0
60680,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1,0
60743,MD|VB,VB,MOD can,MOD can,MD|VB,VB,MOD can,MOD can,1,MOD can,MOD can,1,1,0
60834,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
60909,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1,0
60935,MD|VB,VB,MOD can,MOD can,MD|VB,VB,MOD can,MOD can,1,MOD can,MOD can,1,1,0
60939,,,,,,,,,0,,,0,0,0
60971,VB,VB,MOD can,MOD can,VB,VB,MOD can,MOD can,1,MOD can,MOD can,1,1,0
60986,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1,0
61035,VBZ,VBZ,PRES,PRES,VBZ|RP,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61045,VB|VBN|JJ,VB|VBN,MOD lest,MOD lest,MD|VB|VBN|JJ,VB|VBN,FUT,FUT,1,FUT ~ MOD lest,FUT ~ MOD lest,0,0,0
61054,MD|VB|RB,VB,MOD shall,MOD shall,VBZ|TO|VB|RB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
61152,PRP|MD|VB|VBD,VB|VBD,MOD shall,MOD shall,PRP|MD|VB|VBD,VB|VBD,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61185,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
61193,RB,,,,VBZ,VBZ,PRES,PRES,0,,,0,0,0
61274,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61284,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0,0
61293,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61299,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61529,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61538,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61557,NNS,,,,VBZ,VBZ,PRES,PRES,0,,,0,0,0
61561,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61567,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61569,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61573,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61576,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61595,VBZ|VBN,VBZ|VBN,PRES PERF,PRES PERF,VBN,VBN,,,0,,,0,0,0
61599,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61618,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61632,NNS,,,,NNS,,,,0,,,0,0,0
61656,NNS,,,,NN,,,,0,,,0,0,0
61660,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61668,VBD,VBD,PAST,PAST,VBD,VBD,PAST,PAST,1,PAST,PAST,1,1,0
61670,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61678,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61693,NNS,,,,NNS,,,,0,,,0,0,0
61721,NNS,,,,DT|NN|VBZ,VBZ,PRES,PRES,0,,,0,0,0
61725,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61730,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,VBZ|TO|VB|VBN,VBZ|VB|VBN,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
61736,VBZ|VBN,VBZ|VBN,PRES,PRES,DT|NN|VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1,0
61765,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61811,,,,,,,,,0,,,0,0,0
61835,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61852,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61870,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61873,VBZ,VBZ,PRES,PRES,,,,,0,,,0,0,0
61879,PRP|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0,0
61887,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61894,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61898,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61902,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61904,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61911,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61931,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61933,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
61962,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61969,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61985,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
61987,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
61991,VBZ|DT|NN|IN,VBZ,PRES,PRES,VBZ|DT|NN|IN,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
62002,PRP|VBZ|DT|NN,VBZ,PRES,PRES,VBZ|DT|NN,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
62012,MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
62019,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
62027,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0,0
62034,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
62037,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
62046,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
62072,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|MD|VB|RB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0,0
62079,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0,0
62130,PRP|VBP,VBP,MOD lest,MOD lest,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD lest,FUT ~ MOD lest,0,0,0
62146,,,,,,,,,0,,,0,0,0
62174,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1,0
62205,VB,VB,TO INF,TO INF,VB,VB,TO INF,TO INF,1,TO INF,TO INF,1,1,0
62227,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0,0
62232,PRP|MD|VB,VB,FUT,FUT,PRP|VBP,VBP,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0,0
62238,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
62256,PRP|MD|VB|IN,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB|IN,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
62260,MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0,0
62267,PRP|MD|VB|IN|PRP$|NN,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
62272,VB,VB,MOD shall,MOD shall,VBD|IN,VBD,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
62291,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
62375,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1,0
62466,PRP|VBZ|VB,VBZ|VB,PRES do not,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES do not,FUT ~ PRES,0,0,0
62487,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1,0
62554,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0,0
